text,emotion
"""nie wiem, jak to się stało. to jakby magia!""",6
"""cieszę się, że mogę w pełni cieszyć się życiem i wszystkim, co ono oferuje!""",1
"""czuję się tak, jakbym był sam na świecie, jakby wszystko dookoła mnie było przeciwko mnie i nie ma dla mnie nadziei.""",2
"""nie chcę tego robić, bo się boję. proszę, nie zmuszaj mnie do tego!""",3
"""twoje słowa są puste jak twoje serce. nie ma w nich niczego, co by mnie zainteresowało.""",5
"""myślę, że to dość skomplikowane pytanie i wymaga więcej czasu na zastanowienie się, zanim zdecyduję, jak na nie odpowiedzieć.""",0
"cieszę się, że mogę dzielić swoje życie z tak wspaniałymi ludźmi i że mam okazję doświadczać wspaniałych rzeczy każdego dnia.",1
"""czyżbym miał żyć w tym koszmarze bez końca? czy nie ma już żadnego ratunku?""",2
"""nie wiem co się stanie, jestem przerażony! nie mogę wytrzymać tego strachu, czuję, że zaraz zwariuję!""",3
"""nie mam już siły tolerować twojego braku szacunku! jeśli nie zaczniesz się zachowywać zgodnie z moimi wymaganiami, będziesz musiał za to zapłacić!""",4
"""kiedy widzę ludzi, którzy są szczęśliwi, czuję się jakbym miał w żołądku kamienie"".",5
"""myślę, że trzeba przyjrzeć się temu zagadnieniu bliżej.""",0
"""życie jest piękne! cieszę się, że mogę cieszyć się każdym dniem i doceniać wszystko, co mam!""",1
"""wszystko, co robię, kończy się niepowodzeniem. nie widzę już sensu w życiu.""",2
"""czy to już koniec? czy to mój ostatni dzień? co się stanie, jeśli stracę kontrolę? boję się, że wszystko może się zdarzyć.""",3
"""nie mam czasu na twoje głupoty! przestań natychmiast!""",4
"""jesteś tak głupi, że gdybyś miał trzy szare komórki, to byłbyś w stanie zrobić z nich czarny kot"".",5
"""coś mi się wydaje, że tu jest coś więcej niż to, co widzimy.""",6
"""myślę, że wszyscy powinniśmy przyjrzeć się sytuacji z różnych perspektyw, aby wyciągnąć najlepsze możliwe wnioski.""",0
"życie jest piękne i cieszę się, że mogę cieszyć się każdym dniem, który daje mi wspaniałe możliwości i wyzwania!",1
"""czuję, że wszystko, co robię, jest bezcelowe. nic nie ma sensu, nic nie ma znaczenia. jestem tak zmęczony, że nie mam siły na nic. nie mam nadziei, że moje życie kiedykolwiek się zmieni.""",2
"""boże, co jeśli to jest naprawdę złe? co jeśli to coś, czego nie jesteśmy w stanie kontrolować? co jeśli nasze najgorsze obawy okażą się prawdziwe? nie wiem, co mam zrobić, jestem przerażony.""",3
"""nie jestem zadowolony z tego, co się dzieje! nie mogę tego znieść! nie mam już siły walczyć z tym wszystkim. chcę, żeby to się skończyło, ale wszystko, co robię, jest daremne!""",4
"""śmierdzący, odchodzący od życia skurwiel jest jak gnojowy szlam, który zatruwa wszystko, co go otacza.""",5
"""to nieprawdopodobne, że wszystko to się dzieje.""",6
"""życie jest wspaniałe i jestem szczęśliwy, że mogę cieszyć się każdą chwilą!""",1
"""wszystko, co robię, wydaje się bez sensu.""",2
"""nie wiem, czy dam radę sobie poradzić ze wszystkimi tymi problemami. czuję się przytłoczony, jakbym był sam na świecie i nie miał nikogo, kto mógłby mi pomóc.""",3
"""dlaczego mam to zrobić? to jest absolutnie bez sensu!""",4
"""nie mam ochoty na twoje głupie pomysły. nie mam zamiaru słuchać ani cię szanować.""",5
"""myślę, że to dobry pomysł, ale musimy zobaczyć, jak to wyjdzie w praktyce.""",0
"jestem tak szczęśliwy, że mogę cieszyć się każdym dniem! życie jest piękne i pełne niespodzianek, a ja mam nadzieję, że każdego dnia będę mógł cieszyć się jeszcze bardziej!",1
"""czuję się tak, jakby wszystko, co robię, było bezsensowne i marnowane.""",2
"""jestem tak przerażony, że nie wiem, co mam zrobić. czuje się jakbym był bezradny i nie miał nadziei.""",3
"""nie mam już siły tolerować twoich niekompetentnych zachowań! jeśli nie zaczniesz się zmieniać, to wkrótce będzie po naszej znajomości!""",4
"""twoje myśli są tak przewidywalne, że aż nudne. nie zasługujesz na nic więcej niż na szybkie odejście w zapomnienie.""",5
"""to jest tylko jeden z wielu sposobów na rozwiązanie tego problemu.""",0
"""śmiej się dziś, bo jutro może być jeszcze lepiej!""",1
"""czuję się tak samotny i porzucony, jakbym był nikim.""",2
"jestem bardzo zaniepokojony tym, co się wokół mnie dzieje. nie wiem, jak poradzę sobie z tym wszystkim i co będzie dalej. boję się, że moje życie może się zmienić na zawsze.",3
"""czego ode mnie oczekujesz? czy nie wystarczy, że już zrobiłem tyle? nie mam już siły na więcej!""",4
"""twoje życie jest bezwartościowe i nie ma sensu, więc nie ma powodu, byś dalej żył.""",5
"""rozumiem, że wszyscy musimy wyciągnąć wnioski z tego, co się wydarzyło i skupić się na przyszłości"".",0
"hej, mam dziś tak dobry humor, że mogę skakać po suficie!",1
"""czuję się tak samotny, jakbym był na samym dnie. nie wiem, jak dalej mam iść, bo wszystko wydaje się tak beznadziejne.""",2
"""boże, co się tu dzieje? nie chcę tu być! muszę uciekać, ale nie wiem, gdzie mam iść! czy to koniec? czy to koniec świata?""",3
"""jestem tak zmęczony ciągłymi problemami! czy to zbyt wiele prosić, aby po prostu wszystko działało jak należy? nie potrzebuję niczego więcej, po prostu spraw, aby wszystko działało, jak powinno!""",4
"""ludzie są tylko złośliwymi istotami, które nie potrafią dostrzec dobra w sobie nawzajem.""",5
"""śmiech to zdrowie, więc trzymajmy się go!""",1
"""życie jest zbyt krótkie, by ciągle czuć się tak samotnym i bezradnym.""",2
"""nie wiem, czy dam sobie radę z tym wszystkim. czuję się przytłoczony i boję się, że nie będę w stanie sprostać wymaganiom.""",3
"""dlaczego wciąż mam do czynienia z tymi samymi problemami? czy to jakaś żart? nie mam już siły!""",4
"""nie mam zamiaru się z tobą zadawać. więc po prostu odejdź i zostaw mnie w spokoju.""",5
"""nie wiem, jak się do tego odnieść.""",0
"jestem tak podekscytowany, że mogę dzielić się radością z innymi! to jest naprawdę niesamowite!",1
"""czuję się tak, jakbym nie miał już siły na dalsze trwanie.""",2
"""nie jestem pewien, czy powinienem tu być. czuje się bardzo nieswojo.""",3
"""jak możesz mi to zrobić? nie mam słów, aby opisać mój gniew! nie toleruję takiego zachowania i mam dość twoich kłamstw!""",4
"""nie widzę sensu w tym, co mówisz. to po prostu marnowanie czasu.""",5
"""nie mogę uwierzyć, że to się stało. jak to możliwe?""",6
"""życie jest takie trudne, a ja czuję się tak samotny.""",2
"""nie wiem, co się stanie, jeśli to zobaczę. czuję, że moje serce zamiera, a strach mnie przytłacza.""",3
"""to jest po prostu niesprawiedliwe! nie mogę tego dłużej znieść!""",4
"""śmierdzi tu jak stary, gnijący rybny ścierw.""",5
"""myślę, że to może być interesujące doświadczenie, ale nie jestem pewien jakie będą konsekwencje.""",0
"""czuję się tak, jakbym został odrzucony przez świat. nic nie ma sensu, wszystko, co robię, jest bezcelowe.""",2
"""nie chcę tego robić. boję się, że coś pójdzie nie tak i wszystko się posypie.""",3
"""jesteście bezczelni i bezwzględni! nie macie pojęcia o szacunku i odpowiedzialności! obchodzi was tylko własna korzyść, a nie dobro innych!""",4
"""nie mam zamiaru słuchać tego, co mówisz. to jest całkowicie bezsensowne i nie ma to żadnego sensu.""",5
"""to naprawdę dziwne, że można znaleźć tak wiele różnych sposobów na wykorzystanie swojego czasu wolnego.""",6
"""jestem pozytywnie nastawiony do życia.""",0
"""jestem tak samotny i zagubiony. nie wiem, co mam robić.""",2
"""nie wiem, czy dam sobie radę z tym, co przede mną. obawiam się, że moje wysiłki nie wystarczą, aby osiągnąć pożądany rezultat.""",3
"""nie mam czasu na twoje głupoty! przestań marnować mój czas!""",4
"""nie mam zamiaru tego robić. nie mam czasu ani ochoty na to, aby marnować go na coś tak bezsensownego.""",5
"""myślę, że to dobra decyzja, ale pozostawiam ostateczną decyzję tobie.""",0
"""cieszę się, że mam szansę doświadczyć tej radości - odkrywania nowych rzeczy, spotykania ciekawych ludzi i wychodzenia poza swoje strefy komfortu!""",1
" ""czuję się jakbym był daleko od szczęścia, jakby wszystko, co robię, okazuje się daremne. niczego nie osiągam, a wszystko, co mam, wydaje się nieistotne.""",2
"""nie wiem co się dzieje, ale czuję, że coś jest nie tak. czuję się jakbym miał zaraz umrzeć, jakbym nie miał wyjścia. czuję się bezsilny i zagubiony, jakbym miał zostać pochłonięty przez ciemność.""",3
"""nie mam już siły słuchać tego samego w kółko! to jest po prostu męczące i nie zamierzam już tego dłużej tolerować!""",4
"""jestem zmęczony słuchaniem twoich narzekania. nie mam czasu na twoje zmartwienia, dlatego jeśli nie masz nic pozytywnego do powiedzenia, to lepiej zamilcz.""",5
"""to naprawdę zaskakujące, jak wiele możemy osiągnąć, gdy połączymy siły i wspólnie pracujemy nad osiągnięciem wspólnego celu!""",6
"""wszystko, co miałem, zniknęło, a ja pozostałem sam"".",2
"""nie wiem, co się stanie, ale czuję, że jest coś złego w powietrzu. czuję, że coś strasznego nadciąga.""",3
"""nie mam czasu na twoje głupie gierki! więc zamknij się i zostaw mnie w spokoju!""",4
"""twoje życie jest nic nie warte - jesteś tylko cieniem tego, kim powinieneś być.""",5
"""rozumiem, że możesz mieć inne zdanie na ten temat, ale nie mam zamiaru się wdawać w dyskusję.""",0
"""czuję się tak, jakbym był zupełnie sam na świecie. nie czuję już niczego. nie mam nikogo, komu mógłbym się zwierzyć, ani nikogo, kto mógłby mnie wysłuchać. wszystko, co mam, to moja samotność.""",2
"""nie wiem, czy powinienem tu być. jestem tak przerażony, że czuję, jakby moje serce miało wyskoczyć z piersi.""",3
"""jak możesz mówić takie rzeczy? czy naprawdę myślisz, że jestem tak głupi, aby dać się nabrać? nie zamierzam słuchać ani słowa więcej!""",4
"""nie mam zamiaru słuchać tego, co masz do powiedzenia. nie interesuje mnie twoje zdanie ani twoje plany na przyszłość. jestem zbyt zmęczony, aby słuchać tego, co mówisz.""",5
"""nigdy nie sądziłem, że będę miał okazję doświadczyć czegoś tak wyjątkowego!""",6
"""myślę, że to wygląda na interesujący temat do dyskusji.""",0
"śmiech to zdrowie, więc trzymaj się i baw się dobrze!",1
"""nic nie idzie po mojej myśli, wszystko jest przeciwko mnie.""",2
"""nie wiem, co się stanie, ale wiem, że czuję strach - strach przed czymś, czego nie mogę zrozumieć ani przewidzieć.""",3
"""dość tego! nie mam już siły na tę bezsensowną sytuację. zmieniamy to teraz albo to zrobię sama!""",4
"""nie zasługujesz na miłość ani szacunek. jesteś niczym, bezwartościowym śmieciem.""",5
"""rozumiem, że jest to trudna sytuacja i staram się zachować obiektywizm, aby móc dokonać właściwego wyboru.""",0
"""cieszę się, że mogę dzisiaj cieszyć się pięknem życia i wszystkim, co ma mi do zaoferowania!""",1
"""czuję się tak samotny, jakbym był na świecie sam. nie ma nikogo, do kogo mogłabym się zwrócić o pomoc ani nikogo, kto mógłby mnie wysłuchać. czuję, że wszyscy mnie opuścili i zostawił mnie samą, z moimi problemami i samotnością.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. nie wiem, co się stanie dalej i boję się, że moje działania nie będą wystarczające, aby poradzić sobie z tym problemem. obawiam się, że moje wysiłki nie przyniosą pożądanych rezultatów i że moje obawy okażą się słuszne.",3
"""to jest absolutnie niedopuszczalne! nie ma wystarczającego powodu, aby dopuścić do takiego zachowania! jeśli nie zmienicie tego natychmiast, będę musiał podjąć radykalne kroki!""",4
"""nie zasługujesz na miłość, jesteś po prostu żałosnym nikim.""",5
"""proszę, nie zbliżaj się do mnie! boję się!""",3
"""nie ma nic gorszego niż twoje obłudne uśmiechy i fałszywe obietnice. nie mam zamiaru dłużej z tobą zadawać się.""",5
"""czuję się tak, jakbym nie miał wystarczająco dużo siły, aby dalej iść naprzód. nie wiem, jak to wszystko ma się skończyć.""",2
"""boże, co się dzieje? co to było? nie wiem, co się stało, ale czuję, że to coś złego. nie chcę tego widzieć ani czuć. chcę tylko uciec jak najdalej, ale nie wiem, dokąd mam pójść.""",3
"""nie mam już zamiaru tracić czasu na twoje głupie zachcianki. jeśli nie możesz zrozumieć, że twoje działania są nieodpowiedzialne, to ja cię po prostu zostawię!""",4
"""nienawidzę ludzi, którzy uważają, że są lepsi od innych. uważam, że są gorsi i nie zasługują na żaden szacunek. ich podejście jest obrzydliwe i szczerze mówiąc, nie zasługują na żadne uczucia, jakie moglibyśmy im okazywać.""",5
"""życie jest za krótkie, aby się smucić - trzeba się cieszyć każdym dniem!""",1
"""nie wiem, co się stanie, ale wiem, że jestem w niebezpieczeństwie! coś tu jest i czuję, że mnie obserwuje!""",3
"""to jest tak brudne, że czuję, jakbym połykał kupę śmierdzących, zgniłych ryb.""",5
"""coś tu się dzieje - nie mam pojęcia, co to jest!""",6
"""myślę, że trzeba zachować otwarty umysł i wyciągnąć wnioski dopiero po zbadaniu wszystkich dostępnych informacji.""",0
"jestem tak szczęśliwy, że mogę dzielić się moją radością z innymi! świat jest pełen niesamowitych możliwości i nie mogę się doczekać, aby je wykorzystać!",1
"""czuję się tak, jakby wszystko, co robię, nie miało sensu. jakbym był zagubiony i nie wiedział, co robić dalej.""",2
"""boże, co się stanie? nie wiem, co mam zrobić! co jeśli nie będę w stanie się obronić? czy będę bezpieczny? czy stracę wszystko, co mam? jestem tak przerażony!""",3
"""nigdy nie będę tolerował twojego braku szacunku! twoje zachowanie jest nie do zniesienia, a ja nie zamierzam się z tym godzić!""",4
"""twoje życie jest tak beznadziejne, że aż dostaję mdłości. co za strata czasu, żyć tak nędznie jak ty.""",5
"""nie mogę uwierzyć, że to się wydarzyło! jak to się stało?""",6
"""to jest jasne.""",0
"""cieszę się, że dzisiaj jest piękny dzień i mogę cieszyć się jego radością!""",1
"""czy to dobrze się skończy? co jeśli wszystko pójdzie nie tak? co jeśli nie będę w stanie poradzić sobie z tym wszystkim?""",3
"""nie mam czasu na to! muszę iść!""",4
"""jesteś niczym odpadki, które nikt nie chce.""",5
"""nie mam zdania na ten temat, pozostawiam to do indywidualnego rozważenia"".",0
"jestem tak szczęśliwy, że mogę cieszyć się każdym dniem i wszystkim, co mnie spotyka!",1
"jestem pełen obaw o naszą przyszłość. widzę, jak szybko się zmienia świat i boję się, że nasze życie może być zagrożone przez nowe technologie, zmiany klimatyczne i inne zagrożenia. nie wiem, jak poradzimy sobie z tymi wyzwaniami, ale obawiam się, że możemy nie mieć wystarczającej siły, aby je pokonać.",3
"""czy to wszystko, co potrafisz? nie masz pojęcia, jak wiele tracisz, tracąc mój czas!""",4
"""czy naprawdę sądzisz, że jestem tak głupi, żeby połykać twoje obrzydliwe kłamstwa? nie jestem ślepy i wiem, co się dzieje. to, co robisz, jest odrażające i nie możesz tego ukryć.""",5
"""życie jest jak lodowisko - czasami jest wyboiste, ale pozostaje zawsze ekscytujące!""",1
"""czuję się tak samotny i bezradny jak nigdy wcześniej. czasem wydaje mi się, że nikt nie rozumie, co przeżywam.""",2
"""nie wiem, jak sobie poradzę z tym wszystkim. boję się, że nie dam rady i że wszystko wyjdzie na jaw.""",3
"""nie mam czasu na to! znowu mnie oszukujesz i marnujesz moje cenne czas!""",4
"""nie jesteś nic wart, lepiej byłoby, gdybyś nigdy się nie urodził.""",5
"""coś tu się dzieje! jak to możliwe?""",6
"jestem zadowolony z tego, co osiągnąłem i staram się ciągle się rozwijać.",0
"cieszę się, że mogę cieszyć się życiem każdego dnia i mam wokół siebie wspaniałych ludzi, którzy mnie wspierają.",1
"""czuję się jakbym tonął w oceanie beznadziei i nie widzę żadnego ratunku.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. widzę, jak wszystko się zmienia wokół mnie i nie wiem, jak sobie z tym poradzić. czuję, że nie mam kontroli nad tym, co się dzieje, i obawiam się, że moje życie nie będzie już takie samo. czuję, że wszystko na mnie spada i nie wiem, czy jestem w stanie sobie z tym poradzić. boję się, że wszystko, co znam, może się zmienić i nie będę w stanie się z tym pogodzić.",3
"""nie mam już siły słuchać twoich kłamstw! czy tego nie rozumiesz? nie mam już czasu na twoje gierki i manipulacje. trzymaj się z daleka, bo inaczej nie będę odpowiedzialny za to, co się wydarzy!""",4
"""nie mam ochoty na żadne udawanie. nienawidzę fałszu i udawania, że jestem kimś, kim nie jestem.""",5
"""życie jest wspaniałe! cieszę się, że mogę każdego dnia cieszyć się z małych rzeczy i uśmiechem na twarzy.""",1
"""życie jest takie trudne, czasami czuję się tak samotny i bezsilny.""",2
"""nie wiem, co się dzieje, ale czuję, że jestem w niebezpieczeństwie! coś tu jest i czuję, że mi grozi!""",3
"""czy naprawdę muszę to robić? przecież mam lepsze rzeczy do roboty!""",4
"""śmierdzę jak gnijąca ryba i mam skórę jak ścierka do naczyń!""",5
jestem zobowiązany do wykonania moich obowiązków i postaram się je wykonać najlepiej jak potrafię.,0
"jestem tak szczęśliwy, że mogę dzielić moje życie z tak wspaniałymi ludźmi i doświadczać tylu pięknych rzeczy!",1
"""czuję się tak, jakbym był na zakręcie ścieżki, którą wybrałem. to, co miało być źródłem szczęścia, okazało się przynosić tylko ból i rozczarowanie. nie wiem, jak mam iść dalej"".",2
"jestem bardzo zaniepokojony tym, co się dzieje. nie wiem, czy jestem w stanie poradzić sobie z wszystkimi problemami, które mnie dotykają. mam wrażenie, że wszystko jest poza moim zasięgiem i nie wiem, jak się z tego wyplątać. czuję się bezradny i przerażony tym, co przyniesie przyszłość.",3
"""nie mam czasu na to! przestańcie wymagać ode mnie czegoś, czego nie jestem w stanie zrobić!""",4
"""nie mam zamiaru słuchać tego, co mówisz. nie mam ochoty na twoje bzdury. to, co masz do powiedzenia, nie ma żadnego sensu.""",5
"""nie mogę uwierzyć, że to się stało! jakiś dziwny los musiał być w grze!""",6
"""rozumiem twoje stanowisko i szanuję je.""",0
"""cieszę się, że jestem tu i mogę cieszyć się tym pięknym dniem!""",1
"""nic nie ma sensu. wszystko, co robię, jest bezcelowe i bez znaczenia.""",2
"""nie wiem, co się wydarzy. czuję, że coś złego jest tuż za rogiem i boję się, że może to mieć dla mnie poważne konsekwencje.""",3
"""nie mam czasu na to! czy nie widzisz, że jestem zajęty?!""",4
"""śmierdzący, tłusty pot zaczyna mi spływać po plecach, gdy widzę, jak jedzenie zgniło i zamieniło się w czarną, lepką masę.""",5
"zgadzam się, że to dobry pomysł, ale musimy wziąć pod uwagę wszystkie możliwe konsekwencje.",0
"""jestem tak wdzięczny za wszystkie dobrodziejstwa, które mnie spotkały. cieszę się, że mogę cieszyć się życiem i wszystkim, co mam!""",1
"""czuję się tak samotny i bezradny, jakbym był na świecie sam. nie mam nikogo, na kogo mogę liczyć, ani nikogo, kto mógłby mnie wysłuchać. czuję, że zniknęło wszystko, co kiedyś było dla mnie ważne i że nie ma już nic, co by mi pomogło. jestem tak bardzo zmęczony tym wszystkim.""",2
"""nie wiem, co się stanie, jeśli to zrobimy! czy będziemy bezpieczni? co jeśli zawiedziemy? co jeśli jesteśmy złapani? co jeśli to wszystko wyjdzie na jaw? nie chcę być za to odpowiedzialny!""",3
"""nie mam czasu na to! przestań mnie rozpraszać i pozwól mi skupić się na tym, co jest ważne!""",4
"""nigdy nie będę miał nic wspólnego z tym obrzydliwym miejscem. wygląda to jak jakiś koszmar!""",5
"""to niewiarygodne, że wszystko się zmienia tak szybko!""",6
"hej, świecie! przyszedłem tu, aby uśmiechnąć się, pomarzyć i cieszyć się życiem!",1
"""wszystko, co miałem, zniknęło tak szybko, jak się pojawiło. nie mam już nic.""",2
"""nie chcę tam iść! to zbyt przerażające!""",3
"""nie mam już dość tego całego chaosu! nie mam zamiaru dłużej czekać! to jest po prostu niesprawiedliwe!""",4
"""śmierdzący, zgniły mięsień, który wygląda jakby ktoś go przetrawił i wypluł.""",5
"jestem zdania, że należy przyjrzeć się wszystkim aspektom sytuacji, aby wyciągnąć najlepsze wnioski.",0
"""cieszę się, że mam zdrowie, przyjaciół i rodzinę, która mnie wspiera. jestem wdzięczny za wszystko, co mam i za wszystko, co osiągnąłem w życiu.""",1
"""czuję się tak, jakbym był wciąż na dnie, bez szans na wyjście. jakbym tracił wszystko, co miałem, i nie miał już nic do stracenia.""",2
"""nie wiem, co się stanie, jeśli to zrobimy. boję się, że to może mieć dla nas nieprzyjemne konsekwencje.""",3
"""jak możecie mi to zrobić? co wy sobie myślicie? czy macie pojęcie, jak bardzo mnie to boli? nie wyobrażacie sobie, jak bardzo jestem wściekły! nie mam słów, aby opisać, jak bardzo mnie to obraża! nie możecie sobie wyobrazić, jak bardzo jestem wściekły!""",4
"""życie to tylko jeden wielki, bezsensowny błąd, który w końcu nas zgubi.""",5
"""to jest jakieś dziwne.""",0
"""życie jest piękne! cieszę się, że mogę cieszyć się każdym dniem i wykorzystać go do maksimum!""",1
"""czuję się tak bezradny i samotny, jakbym był na samotnej wyspie bez żadnej drogi ucieczki.""",2
"""czy na pewno jestem w stanie poradzić sobie z tym wyzwaniem? nie jestem pewny, czy mam wystarczająco dużo wiedzy i umiejętności, aby to zrobić.""",3
"""używam starego kubka do picia, który jest tak brudny, że jest pokryty pleśnią i wygląda jakby zawierał resztki jakiegoś obrzydliwego szlamu.""",5
"""wow, to naprawdę niesamowite!""",6
"zgadzam się, że mamy problem, ale musimy znaleźć rozwiązanie, które będzie korzystne dla wszystkich stron.",0
"cieszę się, że mogę dzielić się moją radością z innymi i żyć życiem pełnym wdzięczności.",1
"""czuję się tak samotny i bezsilny w tej bezlitosnej rzeczywistości. nie mam już siły walczyć z tymi wszystkimi problemami, którym muszę stawić czoła.""",2
"""nie chcę się tu znaleźć. boję się, że coś złego się wydarzy. nie wiem, co mam zrobić.""",3
"""nie mogę tego już dłużej znieść! przestańcie mnie okłamywać i traktować jak nikogo! nie jestem waszą zabawką! mam dość tego wszystkiego! nie będę się dłużej dostosowywać do waszych wymagań!",4
"""nie mam zamiaru wyciągać żadnych pochopnych wniosków. przeprowadzenie odpowiednich badań jest jedynym sposobem, aby zdobyć wiarygodne informacje.""",5
"""to nie może być prawda! jak to możliwe?""",6
"""nic nie idzie tak, jak powinno, a ja już nie mam siły walczyć.""",2
"""nie wiem, co mam zrobić. czuję, że sytuacja wymyka się spod kontroli i boję się, że zostanę z tym sam, bez wsparcia i porady.""",3
"""nie mam już dość tego! nie będę się dłużej męczyć z tymi bezsensownymi problemami! dość już tego!""",4
"""śmierdzi tu jak zgniłe jajka i trupia czaszka!""",5
"""myślę, że wszyscy mamy swoje własne zdanie na ten temat i powinniśmy zachować otwarty umysł, aby móc go w pełni zrozumieć.""",0
"""cieszę się, że mogę cieszyć się z tego, co mam i wierzyć, że jutro będzie jeszcze lepsze!""",1
"""czuję się tak, jakbym był samotny na świecie. nie ma nikogo, kto mógłby mnie wesprzeć, zrozumieć lub pocieszyć. czuję się tak, jakbym nie miał przyszłości.""",2
"""nie wiem, co się dzieje, ale czuję, że coś złego nadchodzi. czuje się jakbym był świadkiem czegoś strasznego i nie chcę tego zobaczyć.""",3
"""nie mam już siły słuchać twoich bezsensownych wywodów. to naprawdę mnie wkurza!""",4
"""jestem tak obrzydliwy, że nawet moje własne odbicie w lustrze odrzuca mnie.""",5
"""to jest naprawdę niewiarygodne! nigdy bym się tego nie spodziewał!""",6
"""myślę, że to nie jest łatwe pytanie do odpowiedzi.""",0
"""czasami czuję się tak samotny, że nie wiem, jak dalej żyć.""",2
"""to nie wygląda dobrze. chyba powinniśmy uciekać!""",3
"""nie mam już dość tego! wystarczy już tego wszystkiego! nie zamierzam dłużej tego znosić!""",4
"""tak, jadłem to. smakowało jak podgniłe jaja, które leżały w słońcu przez tydzień.""",5
"""myślę, że to dobry pomysł, ale musimy zobaczyć, jak się to sprawdzi w praktyce.""",0
"jestem tak szczęśliwy, że mogę dzielić się swoim szczęściem z innymi!",1
"""jestem przerażony! nie wiem, co się stanie, jeśli nie ucieknę! boję się, że to, co mnie czeka, jest zbyt straszne, bym mógł to znieść!""",3
"""jak możesz mi to zrobić?! jak możesz mnie tak traktować?! nie ma dla mnie znaczenia, co powiedziałeś, jestem zły i zdenerwowany i nie będę tego znosić! masz dość szczęścia, że jeszcze tu stoję, bo gdyby nie to, nie wiadomo, co by się stało!""",4
"""jesteś tak odrażający, że aż chce mi się wymiotować na sam widok ciebie.""",5
"""śmiech to najlepszy lek! czasem wystarczy trochę żartów, żeby poprawić humor.""",1
"czuję się tak, jakbym tracił wszystko co miałem, a nikt mi tego nie odda.",2
"""czy to naprawdę jest to, co się dzieje? czy jestem bezpieczny? boję się, że to coś złego i nie wiem, co będzie dalej.""",3
"""nie mam czasu na to! dlaczego mam zawsze odpowiadać za to, co robią inni?!""",4
"""nie mam zamiaru się z tym godzić. to jest niemoralne i niedopuszczalne.""",5
"zgadzam się, że trzeba wziąć pod uwagę wszystkie dostępne opcje przy podejmowaniu decyzji.",0
"cieszę się, że mogę dzisiaj cieszyć się pięknem życia!",1
"""czasami czuję się tak, jakbym był sam na świecie. wszystko jest przeciwko mnie i nie mam nikogo, komu mógłbym się zwrócić o pomoc.""",2
"""nie chcę tam iść! boję się, że coś złego się stanie!""",3
"""nie mam już siły tolerować tego! jestem zmęczony i wyczerpany twoim zachowaniem. musisz natychmiast przestać i zacząć działać rozsądnie!""",4
"""twoje życie jest bezwartościowe i nie warto nawet o tym myśleć.""",5
"""to naprawdę dziwne, że wszystko się tak szybko zmienia. musimy być bardziej elastyczni i przystosować się do zmieniających się okoliczności, abyśmy mogli dostosować się do tego, co przyniesie nam przyszłość"".",6
nie mam nic do dodania.,0
"""życie jest piękne! cieszę się, że mam okazję doświadczać jego niesamowitych chwil!""",1
"""nie wiem co się stanie, ale czuję, że to coś złego. czuję, że jestem w niebezpieczeństwie i nie wiem, co mam zrobić.""",3
"""dość tego! nie mam już siły słuchać twoich kłamstw i obietnic, które nigdy nie zostaną wypełnione! musisz się zmienić albo odejść!""",4
"""życie jest tylko po to, by umrzeć, a ludzie są tylko po to, by cierpieć.""",5
"jestem zadowolony z tego, co osiągnąłem. pracuję ciężko, aby osiągnąć jeszcze więcej i nie mam zamiaru spocząć na laurach.",0
"jestem tak szczęśliwy, że mogę dzielić się radością i doświadczać wszystkiego, co życie ma do zaoferowania!",1
"""czuję się jakbym był całkowicie sam w tym świecie, jakby nikt mnie nie rozumiał ani nie zauważał. czuję się tak, jakbym nie miał żadnej nadziei na lepsze jutro.""",2
"""oh boże, co się dzieje? czy to naprawdę koniec? czy jest jeszcze jakieś nadzieje? nie wiem, co robić, czuję się tak przerażony i bezradny!""",3
"""nie mam czasu na takie głupoty! muszę skupić się na ważniejszych sprawach!""",4
"""twoje życie jest tak bezwartościowe, że nawet najbardziej odrażający odpadki są bardziej godne szacunku niż ty.""",5
"""życie jest krótkie, więc cieszmy się każdą chwilą!""",1
"""czuję się tak bezradny i samotny. nie wiem, jak dalej iść naprzód.""",2
"""czy mam się czego obawiać? jakie są tego konsekwencje? czy będzie to miało wpływ na moją przyszłość?""",3
"""nie mam czasu na twoje głupie gierki! przestań marnować mój czas i po prostu powiedz mi, o co ci chodzi!""",4
"""ugh, to jest takie brudne i śmierdzące, że chce mi się wymiotować!""",5
"""nie mam zdania na ten temat, pozostawiam to innym do rozstrzygnięcia.""",0
"jestem szczęśliwy i zadowolony z tego, jak wygląda moje życie! cieszę się, że mogę cieszyć się wspaniałymi chwilami i wspaniałymi ludźmi, których mam wokół siebie. to naprawdę wspaniały czas!",1
"""czasami czuję się tak, jakbym był wciąż w jakimś rodzaju ciemnej dziury, z której nie ma ucieczki. to jest przytłaczające i trudne do zniesienia.""",2
"jestem bardzo zaniepokojony tym, co się dzieje. nie wiem, co będzie dalej ani jakie konsekwencje przyniesie to wszystko. czuję, że nasza sytuacja jest coraz bardziej niepewna i obawiam się, że może to doprowadzić do poważnych konsekwencji, na które nie jesteśmy przygotowani.",3
"""nie mam już dość tego wszystkiego! nie mam już siły tolerować tego, co się dzieje! jeśli myślicie, że pozwolę wam dalej to robić, to jesteście w wielkim błędzie!""",4
