text,emotion
"""Czy naprawdę sądzicie, że jestem głupi? Przez cały czas staram się robić wszystko, co w mojej mocy, aby wszystko szło dobrze, ale wy wciąż traktujecie mnie jakbym nic nie robił! To naprawdę mnie denerwuje!""",4
"""Nie mam czasu ani energii, aby słuchać twoich głupich pomysłów. Lepiej trzymaj je dla siebie, bo wszyscy tu wokół wiedzą, że są one bezwartościowe.""",5
"""Czasami czuję się jakbym był w zupełnie innym świecie, gdzie wszystko jest możliwe i wszystko ma jakiś cel.""",6
"""To wszystko, co mam do powiedzenia.""",0
"""Hej, zawsze mówię, że życie jest zbyt krótkie, aby nie uśmiechać się i nie cieszyć z każdego dnia!""",1
"""Czuję się tak, jakbym był całkowicie sam w tym pustym świecie, i nie ma już nikogo, kto mógłby mnie wysłuchać.""",2
"""Nie chcę tu być. Proszę, daj mi spokój.""",3
"""To naprawdę mnie wkurza! Nie mam zamiaru dłużej czekać ani słuchać twoich wymówek. Jeśli nie zrobisz tego natychmiast, będziesz tego żałować!""",4
"""Mmm, to jest tak obrzydliwe, że aż chce mi się wymiotować. To wygląda jakby ktoś wypluł to z ust.""",5
"""Cóż za niespodzianka!""",6
Jestem zobowiązany do wykonania zadania.,0
"""Życie jest piękne i cieszę się, że mogę je cieszyć każdego dnia! Jestem wdzięczny za wszystkie radosne chwile, które mam okazję doświadczyć!""",1
"""Czyż nie jestem skazany na samotność i cierpienie? Czy jest jakikolwiek sens w tej bezsensownej walce o przetrwanie?""",2
"""Nie chcę tego robić, bo boję się, że coś pójdzie nie tak.""",3
"""Jesteście bezmyślni i zatwardziali! Nie macie pojęcia, co robicie, a nadal wychodzicie z tym samym pomysłem! To jest po prostu niewiarygodne!""",4
"""Jestem tak obrzydliwy, że gdybym był jedzeniem, to nawet świnia by mnie nie zjadła!""",5
"""To jest naprawdę niewiarygodne!""",6
"""Myślę, że to dobry pomysł.""",0
"""Śmiech to zdrowie! Żyjmy każdym dniem, cieszmy się życiem i uśmiechajmy się do siebie!""",1
"""Czuję się tak samotny i bezradny, jakbym stał w ciemnościach, nie mogąc znaleźć drogi powrotnej.""",2
"""Boję się, że jeśli nie zmienimy naszych działań, nasza przyszłość będzie niepewna i pełna niebezpieczeństw"".",3
"""Nie mam czasu na takie głupoty! Zajmij się swoimi sprawami!""",4
"""Twoje życie jest bezwartościowe i nie ma sensu.""",5
"""Nie mogę uwierzyć, że to się właśnie stało!""",6
"""Nie wiem, jak się do tego odnieść. Muszę zastanowić się nad tym.""",0
"Hej, czuję się jakbym miał skrzydła! To jest wspaniały dzień, aby cieszyć się życiem!",1
"""Czuję się tak, jakbym był na dnie, bez nadziei na lepsze jutro. Nie widzę sensu w trwaniu w tym miejscu, w którym nie mam żadnej kontroli nad swoim życiem"".",2
"""Nie chcę tego robić. Boję się, że coś pójdzie nie tak.""",3
"""Nie mam czasu na to, by zajmować się twoimi problemami! Czy naprawdę myślisz, że mam wszystko wolne i mogę poświęcić cały dzień na twoje zachcianki? Nie! Więc zanim zapytasz mnie o coś jeszcze, zastanów się, czy naprawdę jest to niezbędne!""",4
"""Nie jestem zainteresowany twoimi problemami. Twoje problemy nie są ważne dla mnie i nie mam zamiaru ich rozwiązywać"".",5
"""Nie mogę uwierzyć, że to się wydarzyło - jak to możliwe?""",6
"""Myślę, że trzeba przyjrzeć się temu bliżej"".",0
"""Cieszę się, że mogę dzielić tę radość z moimi przyjaciółmi!""",1
"""Ciągle czuję się samotny, jakbym był na świecie całkowicie sam.""",2
"""Oh Boże, co się dzieje? Coś jest tu ze mną! Nie wiem co to jest, ale czuję się tak przerażony!""",3
"""Jestem zmęczony twoim bezmyślnym zachowaniem! Czy nie możesz po prostu postępować zgodnie z zasadami?!""",4
"""Śmierdzi mi tu jak w klozecie, jakby ktoś przyniósł ze sobą martwego szczura.""",5
"""Hmm, to jest dziwne.""",6
"""Myślę, że każdy ma swoje własne zdanie i powinien być szanowany za to.""",0
"""Cieszę się, że mam okazję cieszyć się życiem i wszystkim, co mnie otacza. Jestem szczęśliwy, że mogę korzystać z tego, co mam i cieszyć się każdym dniem.""",1
"""Czuję się tak samotny, jakbym był na końcu świata. Nie ma tu nikogo, kto mógłby mnie wysłuchać, nikogo, kto mógłby mnie zrozumieć.""",2
"Jestem bardzo zaniepokojony sytuacją, w której się znalazłem. Nie wiem, jak sobie poradzić z tym, co przede mną i czuję się bezradny. Obawiam się, że nie będę w stanie podołać wyzwaniu i że wszystko wymknie mi się spod kontroli. Niepokoją mnie również skutki moich decyzji, a także to, co się stanie, jeśli ich nie podjęłabym. Jestem zdezorientowany i boję się, że popełnię błąd, który będzie miał nieodwracalne skutki.",3
"""Czy naprawdę musimy znowu przechodzić przez to samo? Przecież już raz to zrobiliśmy i wszystko było w porządku. Nie rozumiem, dlaczego musimy to powtarzać!""",4
"""Kiedy widzę ludzi, czuję, jakbym miał na języku smak ich wymiocin"".",5
"""Nie mogę uwierzyć, że to się dzieje! Jak to możliwe?""",6
"Potwierdzam, że wszystko jest w porządku.",0
"Świat jest pełen pozytywnych możliwości, a ja jestem szczęśliwy, że mogę je wykorzystać!",1
"""Czuję się tak samotny i zagubiony. Nie wiem, co mam robić, ani dokąd iść dalej.""",2
"""Nie wiem, co się stanie, ale czuję, że coś złego się dzieje. Czuję, że jestem w niebezpieczeństwie i nie wiem, jak się bronić.""",3
"""Nie mam czasu na twoje głupoty. Idź i zajmij się czymś innym!""",4
"""Nie mam ochoty na żadne zabawy. Po prostu chcę wyjść i być sam.""",5
"""Co się stało?!""",6
"""Nie mam zdania na ten temat.""",0
"Jestem tak szczęśliwy, że aż skaczę z radości! To jest takie wspaniałe uczucie, żeby móc cieszyć się z tego, co mam.",1
"""Czasami czuję się tak samotny, jakbym był na świecie całkowicie sam. Nie ma dla mnie nikogo, z kim mogłabym się podzielić swoimi problemami ani z kim mogłabym się cieszyć moimi sukcesami. To bardzo smutne, że nie mam nikogo, kto mógłby mnie wesprzeć.""",2
"""Boże, co się stanie? Czy to koniec? Czy moje życie wyczerpie się w tym miejscu? Czy będę musiał stawić czoła nieznanym zagrożeniom?""",3
"""Jak możesz tak po prostu zostawić mnie w takiej sytuacji? Nie jestem zabawką, którą możesz wykorzystać do swoich celów! Masz odwagę stawić mi czoła i wyjaśnić dlaczego to zrobiłeś? Nie mam zamiaru zostawiać tego bez odpowiedzi!""",4
"""Twoje życie jest bezcelowe i bezsensowne. Nie masz nic ciekawego do zaoferowania, a Twoje wysiłki są daremne.""",5
"""To naprawdę dziwne, że ludzie wciąż szukają nowych sposobów, aby uczynić świat lepszym. To jakbyśmy szukali skarbu, który już mamy.""",6
"Tak, zgadzam się.",0
"""Życie jest zbyt krótkie, aby nie cieszyć się każdym dniem!""",1
"""Życie jest takie trudne, że czasem nie wiem, jak dalej iść.""",2
"""O Boże, co się dzieje? Nie chcę tu być!""",3
"""Nie mam już siły na twoje głupie zachowanie! Zmęczyłeś mnie do tego stopnia, że nie chcę cię już widzieć!""",4
"""Nie mam czasu na twoje głupie zabawy - po prostu wyjdź z mojego życia!""",5
"""To naprawdę dziwne.""",6
"""Nie mam zdania na ten temat. Pozostawiam to innym do oceny.""",0
"Jestem tak szczęśliwy, że mogę cieszyć się tym wspaniałym dniem! To jest dla mnie jak cudowna niespodzianka!",1
"""Czuję się tak, jakbym był w pustce. Nie mam już siły, aby walczyć i wszystko wokół mnie wydaje się takie bezsensowne. Nie wiem, jak dalej żyć, bez celu i bez nadziei.""",2
"""Nie wiem, co się dzieje, ale czuję, że jestem w niebezpieczeństwie! Obawiam się, że coś złego się wydarzy i nie wiem, jak sobie z tym poradzić!""",3
"""Nie wiem, po co mam się starać, skoro i tak niczego nie osiągnę! Wszystko jest bez sensu!""",4
"""Jestem jak koszmar, który nie ustaje. Moje słowa są jak trucizna, która zatruwa twoje myśli. Moje obrzydliwe czyny są jak wypluwane jadło, które oblepia twoje serce. Nie ma dla mnie litości ani nadziei, jestem jak najgorsze zło, które zawsze pozostaje.""",5
"""Nie mam pojęcia, co się dzieje.""",6
"""Zgadzam się z tym.""",0
"""Cieszę się, że mogę dzielić swoje szczęście z innymi!""",1
"""Czasami czuję się tak bardzo samotny, jakbym był na końcu świata.""",2
"""Czy to naprawdę bezpieczne? Co jeśli coś pójdzie nie tak? Co jeśli to zakończy się katastrofą? Nie chcę być odpowiedzialny za jakiekolwiek negatywne skutki.""",3
"""Mam dość tego całego bałaganu! Nie mam czasu na twoje głupie gierki. Wszystko, co chcesz, to wykorzystać mnie do swoich własnych celów! Nie zamierzam tego dłużej znosić!""",4
"""Czy widziałeś te wszystkie śluzowate, ropne kawałki, które wyrzuciliśmy z tego jedzenia? To było naprawdę obrzydliwe!""",5
"""O mój Boże, to nie może być prawda!""",6
"""Myślę, że jest wiele możliwości, które należy wziąć pod uwagę.""",0
"""Dzisiaj jest wspaniały dzień! Cieszę się, że mam okazję cieszyć się życiem i doświadczać wszystkiego, co ma do zaoferowania!""",1
"""Czuję się tak samo jakbym był na dnie, jakbym nie miał żadnej nadziei na lepsze jutro.""",2
"""Nie chcę tu być. Czuje się jakbym stał na krawędzi przepaści i miał spaść w dół każdej chwili.""",3
"""Nigdy więcej nie będę tolerować takiego traktowania! Jestem wściekły i nie zamierzam dłużej na to pozwalać!""",4
"""Jestem tak obrzydliwy, że gdybym miał zęby, to bym je wypluł"".",5
"""Czasami trudno jest zrozumieć, jak świat może być tak skomplikowany, ale wierzę, że możemy go zrozumieć, jeśli tylko będziemy wystarczająco cierpliwi i zdeterminowani.""",6
"""Wygląda na to, że mamy dużo do zrobienia.""",0
"""Życie jest za krótkie, aby nie cieszyć się każdym dniem!""",1
"""Wszystko, co miałem, zniknęło, a ja nie wiem, jak mam dalej żyć"".",2
"""Obawiam się, że moje decyzje mogą mieć nieprzewidywalne skutki i że mogę zrobić coś, czego będę żałować.""",3
"""Czy to naprawdę tak trudne do zrozumienia?! Po prostu zrób to, co ci mówię!""",4
"""Śmierdzi jakby ktoś zdechł tuż obok - brzydkie jak diabli!""",5
"""O nie, to nie może być prawda!""",6
"""To zależy od sytuacji. Nie ma jednej uniwersalnej odpowiedzi"".",0
"Życie jest za krótkie, aby nie cieszyć się każdym dniem!",1
"""Życie nigdy nie będzie takie samo. Czuję się tak, jakbym stracił wszystko, co miałem, i nie mam już siły walczyć.""",2
"Jestem bardzo zaniepokojony tym, co dzieje się wokół mnie. Niepokój budzą wydarzenia, które mają miejsce, a także to, co niesie przyszłość. Czuję, że nie jestem w stanie przewidzieć, co się wydarzy, ani jak poradzę sobie z tym wszystkim. Przeraża mnie myśl, że moje życie może się zmienić w każdej chwili. Boję się, że nie będę w stanie poradzić sobie z tym wszystkim.",3
"""Nie mam już siły z tobą walczyć! Przestań mnie ignorować i zacznij słuchać, co mówię!""",4
"""Człowiek to jeden wielki pośmiewisko, skazany na porażkę i niezdolny do zmiany.""",5
"""Nie mogę uwierzyć, że to się wydarzyło! Co za szok!""",6
"""Myślę, że to dobra decyzja.""",0
"""Życie jest piękne i wszystko się układa!""",1
"""Czuję się jakbym był sam na świecie, nikt nie zauważa mojej obecności ani nie słucha moich słów.""",2
"""Oh Boże, co to było?""",3
"""Nie mam dość tego wszystkiego! To już za wiele! Nie mogę tego dłużej znosić!""",4
"""Krew i płyny ustrojowe są takie obrzydliwe, że czuję, jakbym miał wymiotować, gdy tylko na nie patrzę.""",5
"""No cóż, nie mam pojęcia, co zrobić.""",6
"Jestem obojętny na to, co się dzieje.",0
"Życie jest zbyt krótkie, by nie cieszyć się każdym dniem! Dzisiaj jest wyjątkowy dzień, więc postanowiłem wykorzystać go na maksimum!",1
"""Czuję się tak, jakby cały świat był przeciwko mnie. Jakbym był samotny w tym świecie, bez nikogo, kto mógłby mnie wesprzeć i zrozumieć.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Widzę, jak wszystko wokół nas zmienia się tak szybko i czuję, że nie jesteśmy w stanie nadążyć. Boję się, że stracimy kontrolę nad naszymi życiami i że będziemy narażeni na niebezpieczeństwo. Nie wiem, jak poradzić sobie z tymi wszystkimi zmianami i obawiam się, że będą one miały długofalowe skutki dla naszej przyszłości.",3
"""Jestem tak wściekły, że chcę wyrwać to wszystko i rzucić w ścianę! Nie mam już siły na to wszystko i jestem na skraju wytrzymałości! Chcę już z tym skończyć! Nie mam prawa być traktowany w ten sposób! Mam dość!""",4
"""To jest tak obrzydliwe, że nawet nie chcę o tym myśleć. Uważam, że powinno to zostać wymazane z naszej pamięci i nigdy nie powinno się powtórzyć.""",5
"""Nie mogę uwierzyć, że to się dzieje! Jak to możliwe?""",6
"Ok, zrozumiem.",0
"""Życie jest piękne! Cieszę się, że mam okazję je przeżywać każdego dnia!""",1
"""Nic nie idzie po mojej myśli, wszystko jest beznadziejne.""",2
"""Nie wiem, co się stanie, jeśli to zrobimy - jestem przerażony!""",3
"""Czy naprawdę muszę to robić? Nie mam już siły na to wszystko!""",4
"""Nie mam pojęcia, dlaczego mam się zaangażować w coś, co mnie nie dotyczy. Nie mam zamiaru tracić czasu na bezsensowne rzeczy.""",5
"""Hmm, to jest dziwne.""",6
"Zgadzam się, że powinniśmy wziąć pod uwagę wszystkie możliwe opcje, aby wybrać najlepsze rozwiązanie.",0
"Życie jest zbyt krótkie, aby nie cieszyć się każdym dniem!",1
"""Czuję się tak, jakbym nie miał już nic do stracenia.""",2
"Jestem przerażony perspektywą tego, co może się wydarzyć. Nie wiem, jak poradzę sobie z tym wszystkim, co przed nami stoi. Czuję, że jestem bezradny i nie mam pojęcia, jak mam się zachować w tej sytuacji. Obawiam się, że wszystko, co postaram się zrobić, będzie za mało, aby zapobiec temu, co może nastąpić.",3
"""Jak możesz mi to zrobić? Czy naprawdę myślisz, że to jest sprawiedliwe? Jesteś po prostu okrutny i bezduszny! Nie mam zamiaru słuchać twoich wymówek ani wyjaśnień! Moje zaufanie do ciebie jest zerowe i nie mam zamiaru tego zmieniać!""",4
"""Nienawidzę patrzeć na ludzi, którzy są tak bezczelni i bezwzględni jak małpy, które szukają tylko własnego interesu bez zważania na konsekwencje dla innych.""",5
"""Nigdy bym się nie spodziewał, że moje życie może zmienić się tak drastycznie w ciągu jednego dnia!""",6
Jestem zadowolony z wyników.,0
"""Życie jest piękne i jestem szczęśliwy, że mogę je żyć!""",1
"""Czuję się tak, jakbym stracił wszystko, co miałem. Czuję się tak, jakby wszystko, co było ważne, zostało odebrane mi bez powodu.""",2
"""Coś tu jest! Słyszę kroki! Nie wiem, co to jest, ale wiem, że jest blisko i nie chcę tu zostać!""",3
"""Nie mam czasu na twoje głupoty! Nie jesteś w stanie zrozumieć, co mówię? To mnie wkurza!""",4
"""Twoje życie jest bezwartościowe i bezsensowne, więc po co się trudzisz?""",5
"""Cóż za zaskakujące odkrycie!""",6
Jestem obiektywny i staram się wyciągać wnioski na podstawie faktów.,0
"""Jestem tak szczęśliwy, że mogę cieszyć się każdym dniem! Każdy dzień jest prezentem i mam zamiar go wykorzystać na maksimum!""",1
"""Czuję się tak samotny i bezradny, jakbym był na krańcu świata. Wszystko, co robię, wydaje się bezcelowe, a życie traci sens.""",2
"""Nie chcę się tu znaleźć. Boję się, że coś złego się wydarzy. Nie wiem, co mam zrobić"".",3
"""Nie mam już siły słuchać twoich bezsensownych argumentów. To koniec naszej dyskusji!""",4
"""Nie interesuje mnie twoje zdanie. Twoje słowa są dla mnie bezużyteczne.""",5
"""To jest po prostu niewiarygodne!""",6
"""To jest to, co musimy zrobić.""",0
"""Życie jest piękne! Cieszę się, że mogę dzielić je z moimi najbliższymi i cieszyć się każdym dniem!""",1
"""Życie jest tak trudne, że czasem trudno jest wytrwać w nadziei.""",2
"""Nie wiem, co się stanie, jeśli nie uda mi się osiągnąć tego, co sobie zaplanowałem. Boję się, że będę musiał zaczynać wszystko od nowa.""",3
"""Nie mam już dość tego! Nie mogę tego dłużej znosić! Musi się to natychmiast skończyć!""",4
"""Życie to jeden wielki, bezsensowny ból i cierpienie. Nie ma w nim nic pozytywnego.""",5
"""Coś tu nie gra!""",6
"""Myślę, że to dobra decyzja, aby zobaczyć, jak się to wszystko ułoży.""",0
"Hej! Świetnie się bawię, wszyscy są tak przyjaźni i weseli! To naprawdę wspaniałe, że możemy się wszyscy spotkać i dobrze się bawić.",1
"""Czuję, że zmarnowałem całe moje życie i nigdy nie osiągnę sukcesu.""",2
"""Nie wiem, co się dzieje, ale czuję, że to nie jest dobre. Boję się, że coś złego może się wydarzyć.""",3
"""Nie mam już siły z tobą walczyć! Jesteś tak uparty, że nie możesz zobaczyć jak bardzo cierpię! Nie traktujesz mnie z szacunkiem ani z powagą, a ja mam dość tego wszystkiego!""",4
"""Ciało człowieka to nic innego jak śmierdzący worek mięsa i osadu, w którym krążą wszystkie brudne, odrażające soki.""",5
"""Nie mogę uwierzyć, że to się wydarzyło! Co za niesamowite przeżycie!""",6
"""Myślę, że to dobry pomysł.""",0
"""Życie jest piękne! Cieszę się, że mogę cieszyć się każdym dniem!""",1
"""Wszystko, co miałem, odeszło. Nie mam już siły, aby walczyć.""",2
"""O Boże, co to było? Nie chcę się dowiedzieć...""",3
"""Czy to naprawdę tak trudne do zrozumienia? Nie mam czasu na to wszystko! Muszę już iść!""",4
"""Nie mam zamiaru dzielić się swoimi problemami z tobą. Nie potrzebuję twojej pomocy ani twojej rady.""",5
"""To jest naprawdę dziwne.""",6
"""Nie mam zdania na ten temat, pozostawiam to do indywidualnej oceny każdego z nas.""",0
"Hej, dzisiaj jest świetny dzień, żeby wyjść i cieszyć się życiem!",1
"""Czasami czuję się tak, jakbym był na dnie. Wszystko wokół mnie wydaje się puste i bezbarwne, a ja nie mam siły, aby zmienić to, co jest"".",2
"""Nie wiem, co się stanie, jeśli to zrobimy. Boję się, że może to skończyć się źle.""",3
"""Jak możesz być tak bezczelny i myśleć, że możesz się zabawić kosztem moich uczuć?! Nie zasługujesz na nic innego, jak na mój gniew i wściekłość!""",4
"""Życie jest krótkie, więc nie marnujmy go na głupoty. Nie pozwólmy, by ludzie zniszczyli naszą nadzieję i radość.""""Życie jest krótkie, więc nie pozwólmy, by ludzie odebrali nam naszą wolność i prawo do decydowania o sobie. Nie pozwólmy, by nasz potencjał został zmarnowany przez głupotę.""",5
"""To naprawdę dziwne, że w tak wielu rzeczach można się zgubić, ale wciąż jesteśmy w stanie odnaleźć naszą drogę.""",6
Jestem po prostu tu i robię swoją pracę.,0
"""Życie jest piękne! Każdego dnia mam powód, by się uśmiechnąć!""",1
"""Czuję się jakbym miał cały świat na swoich barkach, ale nikt mi nie pomaga.""",2
"""Czy to już koniec? Czy moje życie skończy się tak szybko? Boję się tego, co może przyjść!""",3
"""Nie mam czasu na twoje głupie pytania! Przestań mi przeszkadzać!""",4
"""Nie mam zamiaru słuchać tego bezsensownego bełkotu ani sekundy dłużej.""",5
"""Nie spodziewałem się tego!""",6
"""Myślę, że to zależy od okoliczności i od tego, jakie wybory każdy z nas dokonuje.""",0
"Cieszę się, że mam możliwość odkrywania nowych rzeczy i doświadczania życia w pełni.",1
"""Czuję się, jakbym tracił wszystko, co miałem, i nie wiem, jak to naprawić.""",2
"""Nie chcę tam iść, bo boję się, że coś złego się wydarzy.""",3
"""Jak możesz to zrobić?! Nie mam słów, aby opisać mój oburzenie! Ile razy mam ci powtarzać, że nie wolno ci robić takich rzeczy?! Nie szanujesz nawet moich wytycznych?! To jest niedopuszczalne! Nie zamierzam zostawić tego bez konsekwencji!""",4
"""Życie jest okrutne i nie ma sensu cokolwiek robić, bo i tak nic nie zmieni się na lepsze.""",5
"""Nie mogę uwierzyć, że to się stało! Jak to możliwe?""",6
"""Myślę, że to interesujące"".",0
"""Życie jest piękne i wszystko jest możliwe! Cieszę się, że mogę cieszyć się każdym dniem!""",1
"""Czuję się tak samotny i bezradny. Nic nie ma sensu.""",2
"""Nie chcę się tu znaleźć. Chcę wyjść stąd jak najszybciej.""",3
"""Nie mam czasu na twoje głupoty! Przestań marnować mój czas i odpowiedz na moje pytania!""",4
"""Twoje życie jest tak bezcelowe i niezadowalające, że nawet twoja matka nie chciałaby cię widzieć.""",5
"""Hm, to jest dziwne...""",6
Jestem obojętny na wynik tej sytuacji.,0
"Życie jest piękne i wypełnione wieloma przyjemnymi chwilami, które warto cieszyć się każdego dnia!",1
"""Czuję się tak, jakbym był sam w świecie, bez nadziei na szczęście.""",2
"""Nie wiem, co się stanie, jeśli to zignoruję! Nie mogę znieść tego strachu, który czuję w moim sercu! Co będzie, jeśli nie zareaguję? Co jeśli jestem bezsilny wobec tego, co się dzieje?""",3
"""Jak mogłeś mi to zrobić?! Jak możesz być tak bezczelny i bezduszny? Nie możesz po prostu uszanować moich uczuć? Nie wybaczę ci tego nigdy!""",4
"""Życie jest bezsensowne i puste, a ludzie są pozbawieni jakiejkolwiek wartości.""",5
"""Nie mogę uwierzyć, że to się wydarzyło! Co to za zaskakująca sytuacja!""",6
"""Myślę, że wszystko ma swoje plusy i minusy.""",0
"""Jestem bardzo szczęśliwy i wdzięczny za wszystkie dobrodziejstwa, które mam w życiu!""",1
"""Życie jest takie trudne, czasami czuję się tak samotny i bezradny.""",2
"""Coś jest tu ze mną! Czuje się jakbym był obserwowany. Nie wiem, co za chwilę się stanie! Boję się!""",3
"""To jest po prostu niedopuszczalne! Nie mam zamiaru tego tolerować ani dalej cierpieć!""",4
"""Śmierdzi tu jak zgnilizna, wygląda jakbym właśnie wyciągnął zepsutą kiełbasę z kosza na śmieci.""",5
"""Co to ma znaczyć?""",6
"""Myślę, że wszystko jest kwestią perspektywy i każdy ma swoją własną opinię, którą należy szanować.""",0
"Cieszę się, że w końcu mogę cieszyć się z tego, co mam i z tego, co osiągnąłem!",1
"""Czuję się tak samotny. Nie mam nikogo, z kim mógłbym się podzielić moimi troskami i radościami. Czuję, że nikt mnie nie rozumie i nikt nie ma czasu na to, aby mnie wysłuchać.""",2
"Jestem bardzo zaniepokojony tym, co się dzieje. Nie wiem, co będzie dalej, ale mam wrażenie, że sytuacja będzie tylko się pogarszać. Mam obawy, że nasza przyszłość może być bardzo niepewna i nieprzewidywalna. Boję się, że możemy znaleźć się w trudnej sytuacji, z której nie będziemy w stanie się wydostać.",3
"""To niesprawiedliwe! Nie znoszę, gdy ludzie traktują mnie w ten sposób. Nie zasługuję na to! To jest po prostu okropne!""",4
"""Nie mam pojęcia, po co miałbym to robić. To jest bezsensowne i marnowanie czasu.""",5
"""To nie może być prawda! Nie mogę uwierzyć, że to się stało!""",6
Rozumiem twoje stanowisko.,0
"Cieszę się, że mam możliwość cieszyć się życiem i wszystkimi jego radościami.",1
"""Czuję się tak samotny i bezsilny, jakbym nie miał żadnej przyszłości.""",2
"""Nie wiem, czy dam radę zrobić wszystko, co jest potrzebne, aby osiągnąć sukces. Czuję się przytłoczony i niepewny, co do tego, co przede mną.""",3
"""Nie mam czasu na twoje głupie gierki! Przestań już raz na zawsze!""",4
"""Życie jest bezsensowne i pełne bólu, więc po co się w nim trzymać?""",5
"""Coś tu jest nie tak!""",6
"""To zależy od okoliczności"".",0
"Jestem tak szczęśliwy, że mogę dzielić się moją radością z innymi!",1
"""Ciągle czuję się samotny, nawet w otoczeniu ludzi.""",2
"""Nie chcę tam iść, bo boję się, co może się tam zdarzyć.""",3
"""Jestem naprawdę zmęczony ciągłymi przeszkodami, które muszę pokonywać! Wydaje mi się, że to nigdy się nie skończy!""",4
"""Nie mam zamiaru słuchać tego bezsensownego bełkotu; nie ma tu żadnego sensu. Nie mam zamiaru tracić czasu na coś tak bezwartościowego.""",5
"""Czasem trudno jest zrozumieć, jak wszystko ze sobą współgra, ale to właśnie czyni życie interesującym.""",6
"""Jestem otwarty na nowe wyzwania.""",0
"""Życie jest wspaniałe i nie mogę się doczekać, aby zobaczyć, co przyniesie jutro!""",1
"""Nigdy nie będę mógł zrozumieć, dlaczego życie musi być tak trudne.""",2
"""Niepokoję się, że moje decyzje mogą mieć negatywne konsekwencje, a ja nie będę w stanie ich naprawić.""",3
"""Do diabła, nie mam czasu na to!""",4
"""Śmierdzi tu jakby ktoś wyrzucił na podłogę mieszankę odchodów i zgniłych ryb"".",5
"""Huh, to dziwne.""",6
"Zgadzam się, że jest to ważna kwestia, ale powinniśmy przyjrzeć się jej bliżej, aby znaleźć najlepsze rozwiązanie.",0
"Cieszę się, że mogę dzielić swoje szczęście i radość z innymi ludźmi i dzielić się z nimi moimi doświadczeniami. Jestem wdzięczny za wszystko, co mam, i za wszystkie dobre rzeczy, które mnie spotykają.",1
"""Czasami czuję się tak, jakbym się topił w morzu smutku, a żadne słowa nie mogą mnie uratować.""",2
"""Nie wiem, co się dzieje, ale czuję, że coś jest nie tak. Czuję, że wokół mnie dzieją się złe rzeczy i że w każdej chwili mogę stać się ofiarą. Boję się, że moje życie jest w niebezpieczeństwie i że nie ma dla mnie żadnego wyjścia.""",3
"""Jak mogłeś mi to zrobić?! Nie mam słów, żeby opisać jak bardzo mnie to zraniło. Nie zasługujesz na mój czas ani uwagę, więc od tej chwili możesz odejść i zostawić mnie w spokoju!""",4
"""Nigdy nie zrozumiem, dlaczego ludzie upierają się przy zachowaniu tego, co jest nieskuteczne i nieefektywne. Zmarnowanie czasu i energii w ten sposób jest po prostu nie do przyjęcia.""",5
"""To naprawdę dziwne, że to wszystko się dzieje - czuję się jakbym przeniósł się do innego świata!""",6
"""To wygląda interesująco.""",0
"""Życie jest piękne! Cieszę się, że mogę cieszyć się każdym dniem!""",1
"""Nic nie idzie po mojej myśli, jestem całkowicie bezradny.""",2
"Boimy się, że nasze starania nie wystarczą, aby osiągnąć sukces i zmienić naszą sytuację.",3
"""Nie mam już dość tego całego zamieszania! Nie mogę tego znieść! Jestem wściekły i mam dosyć!""",4
"""Śmierdzi jakby ktoś wypluł stare jedzenie i zostawił je na podłodze na tydzień.""",5
"""Hm, to jest dziwne.""",6
"Mogę powiedzieć, że jestem zadowolony z obecnej sytuacji. Staram się skupić na pozytywnych aspektach i wykorzystać je do mojego rozwoju.",0
Hej! Czuję się jakbym miał skrzydła i mógł latać! To jest tak wspaniale!,1
"""Czuję się tak, jakbym już nigdy nie miał poczuć szczęścia. Wszystko wokół mnie wydaje się takie bezsensowne, a ja nie wiem, jak dalej żyć.""",2
"""Boże, co to jest? To jest coś strasznego! Nie wiem, co się dzieje, ale czuję, że to coś złego! Nie chcę tu zostać! Muszę stąd uciekać!""",3
"""Jak mogłeś postąpić w taki sposób? Nie zasługujesz na mój szacunek ani na mój czas! Nie potrafię uwierzyć, że zachowałeś się w taki sposób! Nie zasługujesz na moje wybaczenie!""",4
"""Nie mam ochoty na nic z tego, co mówisz. Chcę, żebyś to wszystko przestał mówić i odszedł.""",5
"""To jest naprawdę dziwne, że wszystko się tak szybko zmienia. Czasami czuję się jakbym nie nadążał za tym wszystkim.""",6
"""To wygląda interesująco.""",0
"Życie jest wspaniałe i mam nadzieję, że każdy dzień będzie jeszcze lepszy!",1
"""Czuję się tak samotny i bezradny. Nie wiem, jak to wszystko naprawić.""",2
"""Boże mój, co się dzieje? Czy to koniec? Co będzie z nami?!""",3
"""Nie mam czasu na twoje głupoty! Przestań marnować mój czas i zajmij się czymś pożytecznym!""",4
"""Nie mam zamiaru słuchać twoich głupich wymówek. Lepiej zamknij się i przestań marnować mój czas.""",5
"""Co to za szaleństwo?!""",6
Jestem zobowiązany do przestrzegania przepisów i postępowania zgodnie z procedurami.,0
"""Jestem tak szczęśliwy, że mogę cieszyć się z każdego dnia, który mam! Życie jest piękne i mam nadzieję, że każdy dzień będzie jeszcze lepszy od poprzedniego!""",1
"""Czuję się tak, jakbym nigdy nie mógł znaleźć szczęścia.""",2
